,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charges,total_calls,total_minutes,day_charge_per call,eve_charge_per_call,night_charge_per_call,intl_charge_per_call,day_call_length_per_call,eve_call_length_per_call,night_call_length_per_call,intl_call_length_per_call,day_charge_per_min,eve_charge_per_min,night_charge_per_min,intl_charge_per_min,day_charge_percentage,eve_charge_percentage,night_charge_percentage,intl_charge_percentage
1349,71,0,1,22,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,0,49.0,314,530.0,0.225,0.132,0.1,0.503,1.321,1.552,2.222,1.867,0.17,0.085,0.045,0.27,0.491,0.283,0.202,0.031
1350,55,0,0,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4.0,0,1,83.0,377,762.0,0.392,0.185,0.074,0.571,2.304,2.178,1.648,2.114,0.17,0.085,0.045,0.27,0.585,0.237,0.125,0.048
1351,13,0,0,0,58.4,121,9.93,262.2,64,22.29,159.0,115,7.15,11.9,5,3.21,1,0,43.0,305,491.0,0.082,0.348,0.062,0.642,0.483,4.097,1.383,2.38,0.17,0.085,0.045,0.27,0.231,0.518,0.166,0.075
1352,136,0,1,16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,0,46.0,333,532.0,0.146,0.157,0.089,0.885,0.861,1.847,1.975,3.275,0.17,0.085,0.045,0.27,0.334,0.372,0.222,0.077
1353,123,0,0,0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11.0,3,2.97,0,0,52.0,319,593.0,0.214,0.15,0.111,0.99,1.257,1.761,2.457,3.667,0.17,0.085,0.045,0.27,0.374,0.354,0.217,0.057
1354,105,0,0,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,0,55.0,286,547.0,0.244,0.243,0.072,1.153,1.434,2.855,1.603,4.267,0.17,0.085,0.045,0.27,0.457,0.344,0.134,0.063
1355,50,0,1,31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,0,84.0,329,751.0,0.553,0.172,0.085,0.262,3.255,2.021,1.883,0.971,0.17,0.085,0.045,0.27,0.613,0.243,0.104,0.044
1356,118,0,0,0,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,0,54.0,317,580.0,0.193,0.169,0.114,0.762,1.134,1.983,2.536,2.825,0.17,0.085,0.045,0.27,0.429,0.321,0.19,0.056
1357,97,0,0,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,0,55.0,259,540.0,0.343,0.164,0.104,0.577,2.02,1.929,2.312,2.133,0.17,0.085,0.045,0.27,0.525,0.256,0.157,0.063
1358,51,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0,70.0,323,680.0,0.434,0.156,0.087,2.01,2.553,1.834,1.932,7.45,0.17,0.085,0.045,0.27,0.552,0.236,0.156,0.057
1359,73,0,0,0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,1,71.0,283,726.0,0.407,0.193,0.14,0.463,2.393,2.274,3.116,1.717,0.17,0.085,0.045,0.27,0.522,0.264,0.176,0.039
1360,35,0,0,0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,0,41.0,325,397.0,0.207,0.092,0.061,0.442,1.218,1.077,1.357,1.637,0.17,0.085,0.045,0.27,0.515,0.257,0.149,0.086
1361,64,0,0,0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,0,70.0,250,704.0,0.461,0.26,0.118,1.835,2.713,3.058,2.621,6.8,0.17,0.085,0.045,0.27,0.501,0.282,0.162,0.052
1362,63,0,0,0,132.9,122,22.59,67.0,62,5.7,160.4,121,7.22,9.9,2,2.67,3,0,38.0,307,370.0,0.185,0.092,0.06,1.335,1.089,1.081,1.326,4.95,0.17,0.085,0.045,0.27,0.594,0.15,0.19,0.07
1363,117,0,1,31,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,0,52.0,350,614.0,0.155,0.162,0.114,0.347,0.912,1.901,2.533,1.283,0.17,0.085,0.045,0.27,0.343,0.388,0.228,0.04
1364,115,0,0,0,245.0,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,1,79.0,304,780.0,0.429,0.284,0.098,0.462,2.526,3.343,2.179,1.712,0.17,0.085,0.045,0.27,0.527,0.27,0.154,0.047
1365,162,0,0,0,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0,62.0,298,601.0,0.266,0.2,0.099,1.043,1.564,2.358,2.201,3.867,0.17,0.085,0.045,0.27,0.506,0.307,0.131,0.05
1366,89,0,0,0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,0,44.0,287,506.0,0.231,0.147,0.087,3.32,1.356,1.724,1.941,12.3,0.17,0.085,0.045,0.27,0.346,0.346,0.23,0.075
1367,94,1,0,0,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,0,67.0,335,610.0,0.306,0.155,0.083,0.58,1.798,1.821,1.834,2.15,0.17,0.085,0.045,0.27,0.598,0.247,0.115,0.035
1368,129,0,0,0,186.0,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,4,0,61.0,292,559.0,0.249,0.232,0.071,0.518,1.465,2.732,1.57,1.917,0.17,0.085,0.045,0.27,0.518,0.366,0.073,0.051
1369,86,0,0,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,0,60.0,336,537.0,0.507,0.121,0.047,0.219,2.985,1.428,1.05,0.811,0.17,0.085,0.045,0.27,0.634,0.22,0.113,0.033
1370,96,0,0,0,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,0,58.0,399,613.0,0.244,0.099,0.089,0.89,1.436,1.168,1.989,3.3,0.17,0.085,0.045,0.27,0.526,0.238,0.205,0.031
1371,190,0,0,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,0,62.0,313,629.0,0.282,0.191,0.095,0.48,1.661,2.243,2.119,1.78,0.17,0.085,0.045,0.27,0.465,0.348,0.143,0.039
1372,80,0,0,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,0,45.0,259,496.0,0.223,0.159,0.118,0.368,1.312,1.874,2.617,1.367,0.17,0.085,0.045,0.27,0.446,0.273,0.225,0.049
1373,108,0,0,0,112.0,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,1,46.0,312,519.0,0.181,0.15,0.101,0.277,1.067,1.761,2.246,1.025,0.17,0.085,0.045,0.271,0.414,0.358,0.204,0.024
1374,97,0,1,32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,0,59.0,328,595.0,0.222,0.198,0.091,0.329,1.305,2.329,2.019,1.214,0.17,0.085,0.045,0.271,0.485,0.325,0.146,0.039
1375,84,0,1,42,214.3,112,36.43,188.2,107,16.0,333.5,117,15.01,11.3,10,3.05,0,0,70.0,346,747.0,0.325,0.15,0.128,0.305,1.913,1.759,2.85,1.13,0.17,0.085,0.045,0.27,0.52,0.229,0.214,0.044
1376,65,0,0,0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,1,76.0,374,777.0,0.301,0.182,0.11,0.226,1.768,2.141,2.438,0.84,0.17,0.085,0.045,0.269,0.55,0.271,0.169,0.015
1377,131,0,1,34,156.6,134,26.62,71.0,95,6.04,261.7,120,11.78,13.4,10,3.62,1,0,48.0,359,503.0,0.199,0.064,0.098,0.362,1.169,0.747,2.181,1.34,0.17,0.085,0.045,0.27,0.555,0.126,0.245,0.075
1378,58,1,1,43,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,0,59.0,305,617.0,0.253,0.231,0.083,0.6,1.487,2.723,1.842,2.225,0.17,0.085,0.045,0.27,0.412,0.392,0.147,0.041
1379,36,0,0,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,0,66.0,359,645.0,0.299,0.171,0.072,1.375,1.76,2.006,1.591,5.1,0.17,0.085,0.045,0.27,0.521,0.297,0.138,0.042
1380,54,0,0,0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12.0,2,3.24,1,0,43.0,345,469.0,0.167,0.085,0.097,1.62,0.982,1.001,2.153,6.0,0.17,0.085,0.045,0.27,0.462,0.243,0.228,0.075
1381,45,0,0,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,0,60.0,312,619.0,0.241,0.215,0.088,2.97,1.415,2.527,1.961,11.0,0.17,0.085,0.045,0.27,0.441,0.369,0.144,0.049
1382,125,0,1,39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,0,75.0,328,710.0,0.375,0.223,0.074,0.615,2.207,2.629,1.639,2.275,0.17,0.085,0.045,0.27,0.535,0.328,0.105,0.033
1383,72,0,1,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,0,54.0,316,542.0,0.208,0.266,0.052,1.105,1.222,3.134,1.147,4.1,0.17,0.085,0.045,0.27,0.435,0.409,0.113,0.041
1384,141,0,0,0,51.9,108,8.82,162.0,83,13.77,223.5,115,10.06,10.1,3,2.73,3,0,35.0,309,448.0,0.082,0.166,0.087,0.91,0.481,1.952,1.943,3.367,0.17,0.085,0.045,0.27,0.252,0.393,0.287,0.078
1385,113,0,0,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,0,46.0,356,546.0,0.119,0.151,0.094,0.8,0.701,1.779,2.086,2.967,0.17,0.085,0.045,0.27,0.3,0.408,0.231,0.052
1386,20,0,1,35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,0,52.0,353,497.0,0.298,0.102,0.06,0.64,1.75,1.206,1.325,2.367,0.17,0.085,0.045,0.27,0.561,0.25,0.143,0.037
1387,212,0,0,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,0,49.0,281,581.0,0.223,0.153,0.134,0.683,1.312,1.804,2.969,2.533,0.17,0.085,0.045,0.27,0.437,0.25,0.278,0.042
1388,99,1,0,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,0,59.0,324,567.0,0.264,0.144,0.093,0.445,1.553,1.696,2.062,1.65,0.17,0.085,0.045,0.27,0.568,0.225,0.156,0.045
1389,94,0,0,0,194.1,62,33.0,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,0,65.0,235,627.0,0.532,0.358,0.075,1.032,3.131,4.207,1.656,3.825,0.17,0.085,0.045,0.27,0.508,0.297,0.132,0.064
1390,40,0,0,0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,0,38.0,315,360.0,0.187,0.096,0.053,0.418,1.102,1.131,1.181,1.55,0.17,0.085,0.045,0.27,0.518,0.286,0.127,0.066
1391,86,0,1,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,0,56.0,368,589.0,0.226,0.123,0.094,0.454,1.332,1.443,2.08,1.68,0.17,0.085,0.045,0.27,0.477,0.298,0.182,0.041
1392,101,0,0,0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,1,74.0,293,696.0,0.539,0.205,0.09,0.081,3.173,2.414,2.002,0.3,0.17,0.085,0.045,0.271,0.62,0.239,0.13,0.016
1393,170,0,0,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0,71.0,334,650.0,0.391,0.156,0.079,0.307,2.303,1.84,1.752,1.137,0.17,0.085,0.045,0.27,0.59,0.273,0.105,0.035
1394,105,0,0,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13.0,4,3.51,1,0,71.0,296,652.0,0.32,0.256,0.079,0.877,1.879,3.017,1.748,3.25,0.17,0.085,0.045,0.27,0.545,0.321,0.091,0.049
1395,103,0,0,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0,54.0,300,509.0,0.293,0.118,0.084,0.822,1.725,1.392,1.857,3.05,0.17,0.085,0.045,0.27,0.598,0.182,0.159,0.061
1396,140,1,1,27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,0,58.0,331,559.0,0.259,0.134,0.089,0.622,1.523,1.577,1.977,2.3,0.17,0.085,0.045,0.27,0.554,0.236,0.153,0.054
1397,101,0,0,0,0.0,0,0.0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,0,26.0,218,368.0,0.0,0.137,0.08,0.485,0.0,1.614,1.777,1.8,0.0,0.085,0.045,0.269,0.0,0.628,0.292,0.075
1398,98,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,0,52.0,272,593.0,0.216,0.2,0.13,0.742,1.27,2.348,2.9,2.75,0.17,0.085,0.045,0.27,0.361,0.372,0.211,0.057
1399,104,0,0,0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,0,60.0,324,614.0,0.246,0.166,0.103,1.58,1.445,1.957,2.297,5.85,0.17,0.085,0.045,0.27,0.475,0.31,0.162,0.053
1400,115,0,0,0,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,0,47.0,279,505.0,0.249,0.224,0.069,0.0,1.467,2.633,1.542,0.0,0.17,0.085,0.045,0.0,0.477,0.357,0.168,0.0
1401,112,0,0,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,0,60.0,281,583.0,0.324,0.26,0.065,0.802,1.907,3.06,1.436,2.975,0.17,0.085,0.045,0.27,0.475,0.351,0.116,0.053
1402,70,0,0,0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,0,67.0,268,680.0,0.422,0.226,0.114,0.385,2.481,2.658,2.541,1.425,0.17,0.085,0.045,0.27,0.541,0.26,0.172,0.023
1403,126,0,0,0,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,0,50.0,285,486.0,0.248,0.118,0.098,2.86,1.462,1.385,2.171,10.6,0.17,0.085,0.045,0.27,0.596,0.167,0.182,0.057
1404,87,0,1,39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,0,43.0,265,480.0,0.124,0.303,0.084,2.57,0.731,3.562,1.859,9.5,0.17,0.085,0.045,0.271,0.327,0.443,0.171,0.06
1405,125,0,0,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1,45.0,316,473.0,0.304,0.08,0.078,0.34,1.79,0.937,1.727,1.257,0.17,0.085,0.045,0.27,0.541,0.166,0.233,0.053
1406,86,0,0,0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,0,57.0,350,640.0,0.154,0.247,0.096,0.3,0.903,2.901,2.144,1.112,0.17,0.085,0.045,0.27,0.374,0.402,0.186,0.042
1407,73,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1,49.0,296,580.0,0.133,0.239,0.105,1.595,0.784,2.814,2.343,5.9,0.17,0.085,0.045,0.27,0.286,0.444,0.211,0.065
1408,232,0,0,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,0,53.0,299,492.0,0.271,0.145,0.069,1.063,1.592,1.703,1.536,3.933,0.17,0.085,0.045,0.27,0.531,0.314,0.1,0.06
1409,1,0,1,30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,0,64.0,317,672.0,0.328,0.18,0.102,1.135,1.927,2.115,2.257,4.2,0.17,0.085,0.045,0.27,0.486,0.309,0.175,0.035
1410,133,0,0,0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,0,61.0,268,647.0,0.303,0.192,0.15,0.658,1.781,2.256,3.338,2.44,0.17,0.085,0.045,0.27,0.452,0.296,0.192,0.054
1411,103,0,0,0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,0,54.0,296,535.0,0.337,0.18,0.066,0.347,1.983,2.114,1.46,1.283,0.17,0.085,0.045,0.27,0.524,0.303,0.14,0.039
1412,131,0,1,24,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,0,55.0,263,589.0,0.385,0.254,0.078,0.635,2.265,2.99,1.74,2.35,0.17,0.085,0.045,0.27,0.42,0.36,0.172,0.046
1413,95,0,1,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,0,60.0,269,634.0,0.361,0.195,0.12,0.442,2.124,2.294,2.674,1.633,0.17,0.085,0.045,0.27,0.469,0.305,0.182,0.044
1414,182,0,0,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,0,58.0,334,595.0,0.333,0.14,0.079,0.655,1.957,1.65,1.751,2.425,0.17,0.085,0.045,0.27,0.516,0.256,0.182,0.045
1415,99,0,0,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,0,53.0,299,559.0,0.272,0.183,0.08,2.46,1.599,2.153,1.782,9.1,0.17,0.085,0.045,0.27,0.456,0.328,0.172,0.046
1416,27,0,0,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,0,66.0,322,675.0,0.25,0.274,0.082,0.683,1.468,3.226,1.82,2.533,0.17,0.085,0.045,0.27,0.457,0.382,0.132,0.031
1417,141,0,0,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,0,40.0,264,435.0,0.191,0.156,0.086,0.413,1.124,1.833,1.905,1.529,0.17,0.085,0.045,0.27,0.353,0.405,0.169,0.072
1418,29,1,1,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,0,63.0,293,564.0,0.396,0.197,0.059,0.22,2.327,2.32,1.319,0.814,0.17,0.085,0.045,0.27,0.634,0.247,0.1,0.024
1419,65,0,0,0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,0,40.0,312,435.0,0.189,0.12,0.077,0.148,1.113,1.418,1.719,0.55,0.17,0.085,0.045,0.27,0.449,0.301,0.203,0.044
1420,81,1,0,0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,1,54.0,266,554.0,0.374,0.149,0.099,1.61,2.197,1.754,2.211,5.967,0.17,0.085,0.045,0.27,0.47,0.271,0.179,0.089
1421,37,0,1,20,264.7,81,45.0,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,0,76.0,300,702.0,0.556,0.167,0.093,0.401,3.268,1.968,2.066,1.486,0.17,0.085,0.045,0.27,0.592,0.242,0.125,0.037
1422,107,0,1,31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,0,59.0,225,649.0,0.606,0.269,0.108,1.51,3.562,3.164,2.4,5.6,0.17,0.085,0.045,0.27,0.462,0.319,0.199,0.026
1423,127,1,1,28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,0,40.0,383,419.0,0.139,0.104,0.052,0.937,0.82,1.218,1.158,3.467,0.17,0.085,0.045,0.27,0.407,0.339,0.172,0.07
1424,78,0,0,0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,0,55.0,303,600.0,0.311,0.146,0.106,0.632,1.827,1.712,2.364,2.34,0.17,0.085,0.045,0.27,0.435,0.302,0.207,0.057
1425,55,0,0,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,0,51.0,359,578.0,0.137,0.205,0.088,0.62,0.809,2.415,1.967,2.3,0.17,0.085,0.045,0.27,0.399,0.386,0.196,0.024
1426,86,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0,53.0,306,628.0,0.202,0.179,0.127,0.379,1.189,2.108,2.83,1.4,0.17,0.085,0.045,0.27,0.32,0.423,0.216,0.05
1427,176,0,0,0,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,0,66.0,299,580.0,0.395,0.146,0.079,0.432,2.323,1.714,1.748,1.6,0.17,0.085,0.045,0.27,0.646,0.221,0.101,0.039
1428,96,1,0,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,0,66.0,337,600.0,0.291,0.205,0.047,0.604,1.715,2.412,1.035,2.24,0.17,0.085,0.045,0.27,0.517,0.373,0.067,0.046
1429,11,0,1,38,209.8,130,35.67,196.6,84,16.71,233.0,79,10.49,7.0,7,1.89,1,0,65.0,300,646.0,0.274,0.199,0.133,0.27,1.614,2.34,2.949,1.0,0.17,0.085,0.045,0.27,0.549,0.257,0.161,0.029
1430,48,0,1,34,198.0,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,0,69.0,266,697.0,0.481,0.192,0.138,0.512,2.829,2.262,3.069,1.9,0.17,0.085,0.045,0.27,0.488,0.337,0.142,0.03
1431,127,0,0,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,0,66.0,343,630.0,0.381,0.091,0.102,0.61,2.241,1.065,2.272,2.26,0.17,0.085,0.045,0.27,0.618,0.166,0.17,0.046
1432,63,0,0,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,0,55.0,292,576.0,0.373,0.107,0.117,1.51,2.193,1.253,2.605,5.6,0.17,0.085,0.045,0.27,0.509,0.229,0.207,0.055
1433,79,0,0,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1,0,64.0,280,586.0,0.351,0.168,0.098,1.645,2.064,1.981,2.176,6.1,0.17,0.085,0.045,0.27,0.587,0.255,0.113,0.051
1434,47,0,1,37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,0,52.0,365,549.0,0.128,0.214,0.072,0.593,0.752,2.514,1.596,2.2,0.17,0.085,0.045,0.27,0.369,0.399,0.155,0.068
1435,89,1,1,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3.0,0,1,50.0,364,509.0,0.168,0.168,0.048,1.5,0.988,1.983,1.065,5.55,0.17,0.085,0.045,0.27,0.383,0.445,0.111,0.06
1436,83,0,1,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,0,67.0,303,606.0,0.329,0.206,0.073,0.417,1.935,2.42,1.629,1.543,0.17,0.085,0.045,0.27,0.574,0.298,0.09,0.044
1437,126,1,1,34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,0,72.0,365,685.0,0.353,0.178,0.07,0.437,2.075,2.091,1.55,1.617,0.17,0.085,0.045,0.27,0.578,0.259,0.132,0.036
1438,60,0,0,0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,0,69.0,348,679.0,0.349,0.153,0.09,0.68,2.053,1.8,2.008,2.517,0.17,0.085,0.045,0.27,0.501,0.29,0.147,0.059
1439,122,0,0,0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,0,55.0,366,577.0,0.202,0.151,0.077,0.58,1.189,1.774,1.717,2.15,0.17,0.085,0.045,0.27,0.423,0.376,0.155,0.042
1440,136,0,0,0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5.0,10,1.35,1,0,50.0,291,486.0,0.267,0.209,0.054,0.135,1.573,2.458,1.203,0.5,0.17,0.085,0.045,0.27,0.519,0.355,0.107,0.027
1441,172,0,1,47,274.9,102,46.73,186.6,118,15.86,245.0,123,11.03,8.8,2,2.38,1,0,76.0,345,715.0,0.458,0.134,0.09,1.19,2.695,1.581,1.992,4.4,0.17,0.085,0.045,0.27,0.615,0.209,0.145,0.031
1442,102,0,0,0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,1,62.0,279,614.0,0.287,0.204,0.124,0.747,1.687,2.403,2.755,2.767,0.17,0.085,0.045,0.27,0.537,0.287,0.146,0.036
1443,113,1,0,0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,0,60.0,301,542.0,0.424,0.14,0.065,0.354,2.491,1.642,1.437,1.314,0.17,0.085,0.045,0.27,0.579,0.267,0.104,0.041
1444,79,0,0,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,0,65.0,267,653.0,0.382,0.152,0.151,0.6,2.245,1.783,3.361,2.225,0.17,0.085,0.045,0.27,0.581,0.191,0.191,0.037
1445,55,0,1,8,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,0,72.0,314,781.0,0.364,0.155,0.149,1.31,2.139,1.824,3.311,4.85,0.17,0.085,0.045,0.27,0.525,0.202,0.236,0.036
1446,111,0,1,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,0,45.0,234,444.0,0.211,0.257,0.087,1.39,1.238,3.025,1.939,5.15,0.17,0.085,0.045,0.27,0.487,0.297,0.147,0.062
1447,160,0,0,0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,0,56.0,345,575.0,0.282,0.136,0.076,1.12,1.66,1.601,1.685,4.15,0.17,0.085,0.045,0.27,0.529,0.26,0.177,0.04
1448,110,0,0,0,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,0,65.0,339,597.0,0.375,0.099,0.096,0.703,2.205,1.159,2.141,2.6,0.17,0.085,0.045,0.271,0.634,0.212,0.127,0.032
1449,192,0,0,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,0,73.0,240,687.0,0.373,0.485,0.091,0.572,2.194,5.704,2.017,2.117,0.17,0.085,0.045,0.27,0.516,0.332,0.103,0.047
1450,93,0,0,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,0,47.0,300,473.0,0.194,0.182,0.065,0.327,1.143,2.147,1.435,1.211,0.17,0.085,0.045,0.27,0.413,0.4,0.121,0.063
1451,101,0,1,33,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,0,64.0,346,600.0,0.273,0.169,0.073,1.285,1.604,1.987,1.633,4.75,0.17,0.085,0.045,0.271,0.584,0.248,0.13,0.04
1452,77,0,0,0,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,0,52.0,327,561.0,0.181,0.112,0.156,1.107,1.065,1.316,3.458,4.1,0.17,0.085,0.045,0.27,0.474,0.247,0.218,0.064
1453,105,0,1,40,236.5,111,40.21,117.0,110,9.95,221.1,115,9.95,8.1,3,2.19,2,0,62.0,339,583.0,0.362,0.09,0.087,0.73,2.131,1.064,1.923,2.7,0.17,0.085,0.045,0.27,0.649,0.16,0.16,0.035
1454,133,0,1,44,174.0,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1,61.0,287,622.0,0.37,0.158,0.116,0.544,2.175,1.853,2.576,2.014,0.17,0.085,0.045,0.27,0.485,0.292,0.165,0.062
